"datetime.href","datetime.text","user.href","user.text","comment.href","comment.text","url"
"http://upload.wikimedia.org/wikipedia/commons/f/f4/Brian_McCall_1963.png","02:10, 8 June 2011","http://commons.wikimedia.org/wiki/User:Delaywaves","Delaywaves (talk | contribs)","{{Information |Description ={{en|1=Chicago White Sox player {{w|Brian McCall}} in a 1963 issue of Baseball Digest.}} |Source =Baseball Digest, page 117, March 1963 issue. [http://books.google.com/books?id=jS0DAAAAMBAJ&lpg=PA1&dq=baseball%20dige","http://commons.wikimedia.org/wiki/File:Brian_McCall_1963.png"
"","Date/Time","","User","","Comment","http://commons.wikimedia.org/wiki/File:Albie_Pearson_1959.png"
"http://upload.wikimedia.org/wikipedia/commons/8/8a/Albie_Pearson_1959.png","22:33, 29 May 2011","http://commons.wikimedia.org/wiki/User:Delaywaves","Delaywaves (talk | contribs)","http://en.wikipedia.org/wiki/Albie_Pearson","{{Information |Description ={{en|1=Washington Senators outfielder en:Albie Pearson in a 1959 issue of Baseball Digest.}} |Source =Baseball Digest, back cover, April 1959 issue. [http://books.google.com/books?id=0C0DAAAAMBAJ&printsec=frontc","http://commons.wikimedia.org/wiki/File:Albie_Pearson_1959.png"
"","Date/Time","","User","Comment","http://commons.wikimedia.org/wiki/File:Sandy_Koufax_1961.png"
"http://upload.wikimedia.org/wikipedia/commons/f/f1/Sandy_Koufax_1961.png","23:51, 3 June 2011","http://commons.wikimedia.org/wiki/User:Delaywaves","Delaywaves (talk | contribs)","{{Information |Description ={{en|1=Los Angeles Dodgers pitcher and Hall of Famer {{w|Sandy Koufax}} in a 1961 issue of Baseball Digest.}} |Source =Baseball Digest, front cover, October 1961 issue. [http://books.google.com/books?id=XC0DAAAAMBAJ&","http://commons.wikimedia.org/wiki/File:Sandy_Koufax_1961.png"
"","Date/Time","","User","Comment","http://commons.wikimedia.org/wiki/File:Joey_Jay_1962.png"
"http://upload.wikimedia.org/wikipedia/commons/8/85/Joey_Jay_1962.png","03:45, 29 May 2011","http://commons.wikimedia.org/wiki/User:Delaywaves","Delaywaves (talk | contribs)","{{Information |Description ={{en|1=Cincinnati Reds pitcher Joey Jay in a 1962 issue of Baseball Digest.}} |Source =Baseball Digest, front cover, February 1962 issue. |Author =unknown |Date =1962-02 |Permission ={{PD-US-not","http://commons.wikimedia.org/wiki/File:Joey_Jay_1962.png"
"","Date/Time","","User","","Comment","http://commons.wikimedia.org/wiki/File:Roger_Maris_1960.png"
"http://upload.wikimedia.org/wikipedia/commons/f/ff/Roger_Maris_1960.png","01:35, 29 May 2011","http://commons.wikimedia.org/wiki/User:Delaywaves","Delaywaves (talk | contribs)","http://en.wikipedia.org/wiki/Roger_Maris","{{Information |Description ={{en|1=New York Yankees outfielder en:Roger Maris in a 1960 issue of Baseball Digest.}} |Source =Baseball Digest, page 7, October 1960 issue. [http://books.google.com/books?id=gy0DAAAAMBAJ&printsec=frontcover&dq","http://commons.wikimedia.org/wiki/File:Roger_Maris_1960.png"
"","Date/Time","","User","","Comment","http://commons.wikimedia.org/wiki/File:Wes_Westrum_1955.png"
"http://upload.wikimedia.org/wikipedia/commons/d/d3/Wes_Westrum_1955.png","15:06, 30 May 2011","http://commons.wikimedia.org/wiki/User:Delaywaves","Delaywaves (talk | contribs)","http://en.wikipedia.org/wiki/Wes_Westrum","{{Information |Description ={{en|1=New York Giants catcher en:Wes Westrum in a 1955 issue of Baseball Digest.}} |Source =Baseball Digest, page 99, June 1955 issue. [http://books.google.com/books?id=PywDAAAAMBAJ&printsec=frontcover&dq=baseb","http://commons.wikimedia.org/wiki/File:Wes_Westrum_1955.png"
"","Date/Time","","User","","Comment","http://commons.wikimedia.org/wiki/File:Gil_Hodges_1949.png"
"http://upload.wikimedia.org/wikipedia/commons/d/d5/Gil_Hodges_1949.png","15:46, 21 July 2011","http://commons.wikimedia.org/wiki/User:Delaywaves","Delaywaves (talk | contribs)","http://commons.wikimedia.org/wiki/User:Dschwen","{{Information |Description ={{en|1=Brooklyn Dodgers first baseman {{w|Gil Hodges}} in a 1949 issue of Baseball Digest. Photo stitching by User:Dschwen.}} |Source =Baseball Digest, page 81, May 1949 issue. [http://books.google.com/books?id=6","http://commons.wikimedia.org/wiki/File:Gil_Hodges_1949.png"
"","Date/Time","","User","Comment","http://commons.wikimedia.org/wiki/File:H%C3%A9ctor_L%C3%B3pez_1955.png"
"http://upload.wikimedia.org/wikipedia/commons/b/bc/H%C3%A9ctor_L%C3%B3pez_1955.png","14:59, 30 May 2011","http://commons.wikimedia.org/wiki/User:Delaywaves","Delaywaves (talk | contribs)","{{Information |Description ={{en|1=Kansas City A's player Héctor López in a 1955 issue of Baseball Digest.}} |Source =Baseball Digest, back cover, November 1955 issue. [http://books.google.com/books?id=NSwDAAAAMBAJ&printsec=frontcover&dq=base","http://commons.wikimedia.org/wiki/File:H%C3%A9ctor_L%C3%B3pez_1955.png"
"","Date/Time","","User","","Comment","http://commons.wikimedia.org/wiki/File:Juan_Marichal_1962.png"
"http://upload.wikimedia.org/wikipedia/commons/0/0b/Juan_Marichal_1962.png","01:54, 29 May 2011","http://commons.wikimedia.org/wiki/User:Delaywaves","Delaywaves (talk | contribs)","http://en.wikipedia.org/wiki/Juan_Marichal","{{Information |Description ={{en|1=San Francisco Giants pitcher en:Juan Marichal in a 1962 issue of Baseball Digest.}} |Source =Baseball Digest, page 2, October 1962 issue. [http://books.google.com/books?id=ki0DAAAAMBAJ&pg=PA27&dq=juan+mar","http://commons.wikimedia.org/wiki/File:Juan_Marichal_1962.png"
"","Date/Time","","User","","Comment","http://commons.wikimedia.org/wiki/File:Sandy_Amor%C3%B3s_1954.png"
"http://upload.wikimedia.org/wikipedia/commons/c/ca/Sandy_Amor%C3%B3s_1954.png","17:08, 30 May 2011","http://commons.wikimedia.org/wiki/User:Delaywaves","Delaywaves (talk | contribs)","http://en.wikipedia.org/wiki/Sandy_Amor%C3%B3s","{{Information |Description ={{en|1=Brooklyn Dodgers outfielder en:Sandy Amorós in a 1954 issue of Baseball Digest.}} |Source =Baseball Digest, back cover, October 1954 issue. [http://books.google.com/books?id=5TIDAAAAMBAJ&printsec=frontco","http://commons.wikimedia.org/wiki/File:Sandy_Amor%C3%B3s_1954.png"
"","Date/Time","","User","","Comment","http://commons.wikimedia.org/wiki/File:Willie_Mays_1954.png"
"http://upload.wikimedia.org/wikipedia/commons/0/06/Willie_Mays_1954.png","16:58, 30 May 2011","http://commons.wikimedia.org/wiki/User:Delaywaves","Delaywaves (talk | contribs)","http://en.wikipedia.org/wiki/Willie_Mays","{{Information |Description ={{en|1=New York Giants centerfielder and Hall of Famer en:Willie Mays in a 1954 issue of Baseball Digest.}} |Source =Baseball Digest, front cover, September 1954 issue. [http://books.google.com/books?id=-DIDAAAA","http://commons.wikimedia.org/wiki/File:Willie_Mays_1954.png"
"","Date/Time","","User","","Comment","http://commons.wikimedia.org/wiki/File:Jackie_Jensen_1959.png"
"http://upload.wikimedia.org/wikipedia/commons/5/5d/Jackie_Jensen_1959.png","21:57, 29 May 2011","http://commons.wikimedia.org/wiki/User:Delaywaves","Delaywaves (talk | contribs)","http://en.wikipedia.org/wiki/Jackie_Jensen","{{Information |Description ={{en|1=Boston Red Sox right fielder en:Jackie Jensen in a 1959 issue of Baseball Digest.}} |Source =Baseball Digest, front cover, December 1959 issue. [http://books.google.com/books?id=si0DAAAAMBAJ&printsec=fron","http://commons.wikimedia.org/wiki/File:Jackie_Jensen_1959.png"
"","Date/Time","","User","Comment","http://commons.wikimedia.org/wiki/File:Pat_Pieper_1963.png"
"http://upload.wikimedia.org/wikipedia/commons/c/ca/Pat_Pieper_1963.png","11:47, 3 June 2011","http://commons.wikimedia.org/wiki/User:Delaywaves","Delaywaves (talk | contribs)","{{Information |Description ={{en|1=Longtime Chicago Cubs Public Adress announcer {{w|Pat Pieper}} in a 1963 issue of Baseball Digest.}} |Source =Baseball Digest, page 2, April 1963 issue. [http://books.google.com/books?id=gLYDAAAAMBAJ&printsec=","http://commons.wikimedia.org/wiki/File:Pat_Pieper_1963.png"
"","Date/Time","","User","","Comment","http://commons.wikimedia.org/wiki/File:Johnny_Pesky_1963.png"
"http://upload.wikimedia.org/wikipedia/commons/1/18/Johnny_Pesky_1963.png","11:47, 2 June 2011","http://commons.wikimedia.org/wiki/User:Delaywaves","Delaywaves (talk | contribs)","http://en.wikipedia.org/wiki/Johnny_Pesky","{{Information |Description ={{en|1=Boston Red Sox player en:Johnny Pesky in a 1963 issue of Baseball Digest.}} |Source =Baseball Digest, front cover, April 1963 issue. [http://books.google.com/books?id=gLYDAAAAMBAJ&printsec=frontcover&dq=b","http://commons.wikimedia.org/wiki/File:Johnny_Pesky_1963.png"
"","Date/Time","","User","","Comment","http://commons.wikimedia.org/wiki/File:Warren_Spahn_1958.png"
"http://upload.wikimedia.org/wikipedia/commons/c/ca/Warren_Spahn_1958.png","00:29, 30 May 2011","http://commons.wikimedia.org/wiki/User:Delaywaves","Delaywaves (talk | contribs)","","With white.","http://commons.wikimedia.org/wiki/File:Warren_Spahn_1958.png"
"http://upload.wikimedia.org/wikipedia/commons/archive/c/ca/20110530002913%21Warren_Spahn_1958.png","00:28, 30 May 2011","http://commons.wikimedia.org/wiki/User:Delaywaves","Delaywaves (talk | contribs)","http://en.wikipedia.org/wiki/Warren_Spahn","{{Information |Description ={{en|1=Milwaukee Braves pitcher en:Warren Spahn in a 1958 issue of Baseball Digest.}} |Source =Baseball Digest, front cover, July 1958 issue. [http://books.google.com/books?id=SiwDAAAAMBAJ&printsec=frontcover&dq","http://commons.wikimedia.org/wiki/File:Warren_Spahn_1958.png"
"","Date/Time","","User","","Comment","http://commons.wikimedia.org/wiki/File:Tony_Kubek_1961.png"
"http://upload.wikimedia.org/wikipedia/commons/c/c2/Tony_Kubek_1961.png","15:40, 29 May 2011","http://commons.wikimedia.org/wiki/User:Delaywaves","Delaywaves (talk | contribs)","http://en.wikipedia.org/wiki/Tony_Kubek","{{Information |Description ={{en|1=New York Yankees shortstop en:Tony Kubek in a 1961 issue of Baseball Digest.}} |Source =Baseball Digest, front cover, April 1961 issue. [http://books.google.com/books?id=Py4DAAAAMBAJ&printsec=frontcover&d","http://commons.wikimedia.org/wiki/File:Tony_Kubek_1961.png"
"","Date/Time","","User","Comment","http://commons.wikimedia.org/wiki/File:Don_Nottebart_1961.png"
"http://upload.wikimedia.org/wikipedia/commons/2/2b/Don_Nottebart_1961.png","23:43, 3 June 2011","http://commons.wikimedia.org/wiki/User:Delaywaves","Delaywaves (talk | contribs)","{{Information |Description ={{en|1=Milwaukee Braves pitcher {{w|Don Nottebart}} in a 1961 issue of Baseball Digest.}} |Source =Baseball Digest, page 69, March 1961 issue. [http://books.google.com/books?id=jy8DAAAAMBAJ&lpg=PA1&dq=baseball%20dige","http://commons.wikimedia.org/wiki/File:Don_Nottebart_1961.png"
"","Date/Time","","User","Comment","http://commons.wikimedia.org/wiki/File:Bill_DeWitt_Sr.png"
"http://upload.wikimedia.org/wikipedia/commons/7/73/Bill_DeWitt_Sr.png","14:22, 29 May 2011","http://commons.wikimedia.org/wiki/User:Delaywaves","Delaywaves (talk | contribs)","{{Information |Description ={{en|1=Cincinnati Reds executive Bill DeWitt Sr. in a 1962 issue of Baseball Digest.}} |Source =Baseball Digest, page 62, March 1962 issue. [http://books.google.com/books?id=gS8DAAAAMBAJ&printsec=frontcover&dq=baseba","http://commons.wikimedia.org/wiki/File:Bill_DeWitt_Sr.png"
"","Date/Time","","User","","Comment","http://commons.wikimedia.org/wiki/File:Lew_Burdette_1954.png"
"http://upload.wikimedia.org/wikipedia/commons/6/6c/Lew_Burdette_1954.png","20:47, 30 May 2011","http://commons.wikimedia.org/wiki/User:Delaywaves","Delaywaves (talk | contribs)","http://en.wikipedia.org/wiki/Lew_Burdette","{{Information |Description ={{en|1=Milwaukee Braves pitcher en:Lew Burdette in a 1954 issue of Baseball Digest.}} |Source =Baseball Digest, page 2, May 1954 issue. [http://books.google.com/books?id=2zIDAAAAMBAJ&printsec=frontcover&dq=baseb","http://commons.wikimedia.org/wiki/File:Lew_Burdette_1954.png"
"","Date/Time","","User","Comment","http://commons.wikimedia.org/wiki/File:Fred_Newman_1963.jpg"
"http://upload.wikimedia.org/wikipedia/commons/f/f0/Fred_Newman_1963.jpg","22:01, 7 June 2012","http://commons.wikimedia.org/wiki/User:Delaywaves","Delaywaves (talk | contribs)","{{Information |Description ={{en|1=Los Angeles Angels pitcher {{w|Fred Newman (baseball)|Fred Newman}} in a 1963 issue of Baseball Digest.}} |Source =Baseball Digest, page 125, March 1963 issue. [http://books.google.com/books?id=jS0DAAAAMBAJ...","http://commons.wikimedia.org/wiki/File:Fred_Newman_1963.jpg"
"","Date/Time","","User","","Comment","http://commons.wikimedia.org/wiki/File:Whitey_Ford_1954.png"
"http://upload.wikimedia.org/wikipedia/commons/4/47/Whitey_Ford_1954.png","16:19, 30 May 2011","http://commons.wikimedia.org/wiki/User:Delaywaves","Delaywaves (talk | contribs)","http://en.wikipedia.org/wiki/Whitey_Ford","{{Information |Description ={{en|1=New York Yankees pitcher en:Whitey Ford in a 1954 issue of Baseball Digest.}} |Source =Baseball Digest, front cover, April 1954 issue. [http://books.google.com/books?id=HjMDAAAAMBAJ&printsec=frontcover&dq","http://commons.wikimedia.org/wiki/File:Whitey_Ford_1954.png"
"","Date/Time","","User","","Comment","http://commons.wikimedia.org/wiki/File:Don_Newcombe_1955.png"
"http://upload.wikimedia.org/wikipedia/commons/b/b4/Don_Newcombe_1955.png","01:23, 29 May 2011","http://commons.wikimedia.org/wiki/User:Delaywaves","Delaywaves (talk | contribs)","http://en.wikipedia.org/wiki/Don_Newcombe","{{Information |Description ={{en|1=Brooklyn Dodgers pitcher en:Don Newcombe in a 1955 issue of Baseball Digest.}} |Source =Baseball Digest, front cover, September 1955 issue. [http://books.google.com/books?id=6DIDAAAAMBAJ&printsec=frontcov","http://commons.wikimedia.org/wiki/File:Don_Newcombe_1955.png"
"","Date/Time","","User","","Comment","http://commons.wikimedia.org/wiki/File:Bob_Lennon_1955.png"
"http://upload.wikimedia.org/wikipedia/commons/9/94/Bob_Lennon_1955.png","14:39, 30 May 2011","http://commons.wikimedia.org/wiki/User:Delaywaves","Delaywaves (talk | contribs)","http://en.wikipedia.org/wiki/Bob_Lennon","{{Information |Description ={{en|1=New York Giants pitcher en:Bob Lennon in a 1955 issue of Baseball Digest.}} |Source =Baseball Digest, back cover, March 1955 issue. [http://books.google.com/books?id=USwDAAAAMBAJ&printsec=frontcover&dq=ba","http://commons.wikimedia.org/wiki/File:Bob_Lennon_1955.png"
"","Date/Time","","User","","Comment","http://commons.wikimedia.org/wiki/File:Rocky_Colavito_1959.png"
"http://upload.wikimedia.org/wikipedia/commons/7/7a/Rocky_Colavito_1959.png","22:04, 29 May 2011","http://commons.wikimedia.org/wiki/User:Delaywaves","Delaywaves (talk | contribs)","http://en.wikipedia.org/wiki/Rocky_Colavito","{{Information |Description ={{en|1=Cleveland Indians outfielder en:Rocky Colavito in a 1959 issue of Baseball Digest.}} |Source =Baseball Digest, front cover, September 1959 issue. [http://books.google.com/books?id=gy8DAAAAMBAJ&printsec=fr","http://commons.wikimedia.org/wiki/File:Rocky_Colavito_1959.png"
"","Date/Time","","User","Comment","http://commons.wikimedia.org/wiki/File:Bob_Bailey_1963.png"
"http://upload.wikimedia.org/wikipedia/commons/3/35/Bob_Bailey_1963.png","00:38, 8 June 2011","http://commons.wikimedia.org/wiki/User:Delaywaves","Delaywaves (talk | contribs)","{{Information |Description ={{en|1=Pittsburgh Pirates third baseman {{w|Bob Bailey (baseball)|Bob Bailey}} in a 1963 issue of Baseball Digest.}} |Source =Baseball Digest, front cover, March 1963 issue. [http://books.google.com/books?id=jS0DAAAA","http://commons.wikimedia.org/wiki/File:Bob_Bailey_1963.png"
"","Date/Time","","User","Comment","http://commons.wikimedia.org/wiki/File:Tommy_Davis_1963.png"
"http://upload.wikimedia.org/wikipedia/commons/4/49/Tommy_Davis_1963.png","20:59, 3 June 2011","http://commons.wikimedia.org/wiki/User:Delaywaves","Delaywaves (talk | contribs)","{{Information |Description ={{en|1=Los Angeles Dodgers left fielder {{w|Tommy Davis}} in a 1963 issue of Baseball Digest.}} |Source =Baseball Digest, page 31, December 1962-January 1963 issue. [http://books.google.com/books?id=x7YDAAAAMBAJ&prin","http://commons.wikimedia.org/wiki/File:Tommy_Davis_1963.png"
"","Date/Time","","User","Comment","http://commons.wikimedia.org/wiki/File:Deacon_Jones_1963.png"
"http://upload.wikimedia.org/wikipedia/commons/0/05/Deacon_Jones_1963.png","20:30, 3 June 2011","http://commons.wikimedia.org/wiki/User:Delaywaves","Delaywaves (talk | contribs)","{{Information |Description ={{en|1=Chicago White Sox first baseman {{w|Deacon Jones (infielder)|Deacon Jones}} in a 1963 issue of Baseball Digest.}} |Source =Baseball Digest, front cover, March 1963 issue. [http://books.google.com/books?id=jS0D","http://commons.wikimedia.org/wiki/File:Deacon_Jones_1963.png"
"","Date/Time","","User","","Comment","http://commons.wikimedia.org/wiki/File:Hank_Greenberg_Pirates.png"
"http://upload.wikimedia.org/wikipedia/commons/3/35/Hank_Greenberg_Pirates.png","11:47, 31 May 2011","http://commons.wikimedia.org/wiki/User:Delaywaves","Delaywaves (talk | contribs)","http://en.wikipedia.org/wiki/Hank_Greenberg","{{Information |Description ={{en|1=Pittsburgh Pirates first baseman and Hall of Famer en:Hank Greenberg in a 1947 issue of Baseball Digest.}} |Source =Baseball Digest, front cover, May 1947 issue. [http://books.google.com/books?id=TC4DAAAA","http://commons.wikimedia.org/wiki/File:Hank_Greenberg_Pirates.png"
"","Date/Time","","User","","Comment","http://commons.wikimedia.org/wiki/File:Joe_DiMaggio_1951.png"
"http://upload.wikimedia.org/wikipedia/commons/3/37/Joe_DiMaggio_1951.png","01:58, 31 May 2011","http://commons.wikimedia.org/wiki/User:Delaywaves","Delaywaves (talk | contribs)","http://en.wikipedia.org/wiki/Joe_DiMaggio","{{Information |Description ={{en|1=New York Yankees centerfielder and Hall of Famer en:Joe DiMaggio in a 1951 issue of Baseball Digest.}} |Source =Baseball Digest, page 2, July 1951 issue. [http://books.google.com/books?id=VC4DAAAAMBAJ&pri","http://commons.wikimedia.org/wiki/File:Joe_DiMaggio_1951.png"
"","Date/Time","","User","","Comment","http://commons.wikimedia.org/wiki/File:Ken_Boyer_1955.png"
"http://upload.wikimedia.org/wikipedia/commons/2/2d/Ken_Boyer_1955.png","15:13, 30 May 2011","http://commons.wikimedia.org/wiki/User:Delaywaves","Delaywaves (talk | contribs)","http://en.wikipedia.org/wiki/Ken_Boyer","{{Information |Description ={{en|1=St. Louis Cardinals third baseman en:Ken Boyer in a 1955 issue of Baseball Digest.}} |Source =Baseball Digest, back cover, July 1955 issue. [http://books.google.com/books?id=KjMDAAAAMBAJ&printsec=frontcov","http://commons.wikimedia.org/wiki/File:Ken_Boyer_1955.png"
"","Date/Time","","User","","Comment","http://commons.wikimedia.org/wiki/File:Johnny_Kucks_1956.png"
"http://upload.wikimedia.org/wikipedia/commons/5/52/Johnny_Kucks_1956.png","14:09, 30 May 2011","http://commons.wikimedia.org/wiki/User:Delaywaves","Delaywaves (talk | contribs)","http://en.wikipedia.org/wiki/Johnny_Kucks","{{Information |Description ={{en|1=New York Yankees pitcher en:Johnny Kucks in a 1956 issue of Baseball Digest.}} |Source =Baseball Digest, back cover, August 1956 issue. [http://books.google.com/books?id=TSwDAAAAMBAJ&printsec=frontcover&d","http://commons.wikimedia.org/wiki/File:Johnny_Kucks_1956.png"
"","Date/Time","","User","Comment","http://commons.wikimedia.org/wiki/File:Wally_Moon_1961.png"
"http://upload.wikimedia.org/wikipedia/commons/6/6c/Wally_Moon_1961.png","21:50, 4 June 2011","http://commons.wikimedia.org/wiki/User:Delaywaves","Delaywaves (talk | contribs)","{{Information |Description ={{en|1=Los Angeles Dodgeres outfielder {{w|Wally Moon}} in a 1961 issue of Baseball Digest.}} |Source =Baseball Digest, front cover, July 1961 issue. [http://books.google.com/books?id=VC0DAAAAMBAJ&lpg=PA4&dq=baseball","http://commons.wikimedia.org/wiki/File:Wally_Moon_1961.png"
"","Date/Time","","User","Comment","http://commons.wikimedia.org/wiki/File:Jim_Bouton_1963.png"
"http://upload.wikimedia.org/wikipedia/commons/5/54/Jim_Bouton_1963.png","02:55, 29 May 2011","http://commons.wikimedia.org/wiki/User:Delaywaves","Delaywaves (talk | contribs)","{{Information |Description ={{en|1=New York Yankees pitcher Jim Bouton in a 1963 issue of Baseball Digest.}} |Source =Baseball Digest, front cover, August 1963 issue. [http://books.google.com/books?id=bC0DAAAAMBAJ&printsec=frontcover&dq=basebal","http://commons.wikimedia.org/wiki/File:Jim_Bouton_1963.png"
"","Date/Time","","User","","Comment","http://commons.wikimedia.org/wiki/File:Clete_Boyer_1962.png"
"http://upload.wikimedia.org/wikipedia/commons/7/72/Clete_Boyer_1962.png","03:32, 29 May 2011","http://commons.wikimedia.org/wiki/User:Delaywaves","Delaywaves (talk | contribs)","http://en.wikipedia.org/wiki/Clete_Boyer","{{Information |Description ={{en|1=New York Yankees third baseman en:Clete Boyer in a 1962 issue of Baseball Digest.}} |Source =Baseball Digest, page 2, July 1962 issue. [http://books.google.com/books?id=kS0DAAAAMBAJ&printsec=frontcover&dq","http://commons.wikimedia.org/wiki/File:Clete_Boyer_1962.png"
"","Date/Time","","User","","Comment","http://commons.wikimedia.org/wiki/File:Dick_Donovan_1955.png"
"http://upload.wikimedia.org/wikipedia/commons/9/95/Dick_Donovan_1955.png","00:55, 29 May 2011","http://commons.wikimedia.org/wiki/User:Delaywaves","Delaywaves (talk | contribs)","http://en.wikipedia.org/wiki/Dick_Donovan","{{Information |Description ={{en|1=former Chicago White Sox pitcher en:Dick Donovan in the September 1955 issue of Baseball Digest.}} |Source =Baseball Digest, back cover, September 1955 issue. [http://books.google.com/books?id=6DIDAAAAMBA","http://commons.wikimedia.org/wiki/File:Dick_Donovan_1955.png"
"","Date/Time","","User","","Comment","http://commons.wikimedia.org/wiki/File:Art_Mahaffey_1961.png"
"http://upload.wikimedia.org/wikipedia/commons/d/db/Art_Mahaffey_1961.png","15:50, 29 May 2011","http://commons.wikimedia.org/wiki/User:Delaywaves","Delaywaves (talk | contribs)","http://en.wikipedia.org/wiki/Art_Mahaffey","{{Information |Description ={{en|1=Philadelphia Phillies pitcher en:Art Mahaffey in a 1961 issue of Baseball Digest.}} |Source =Baseball Digest, page 2, July 1961 issue. [http://books.google.com/books?id=VC0DAAAAMBAJ&printsec=frontcover&dq","http://commons.wikimedia.org/wiki/File:Art_Mahaffey_1961.png"
"","Date/Time","","User","","Comment","http://commons.wikimedia.org/wiki/File:Tom_Morgan_1962.png"
"http://upload.wikimedia.org/wikipedia/commons/1/1d/Tom_Morgan_1962.png","04:04, 29 May 2011","http://commons.wikimedia.org/wiki/User:Delaywaves","Delaywaves (talk | contribs)","http://en.wikipedia.org/wiki/Tom_Morgan_(baseball)","{{Information |Description ={{en|1=Los Angeles Angels pitcher Tom Morgan in a 1962 issue of Baseball Digest.}} |Source =Baseball Digest, page 67, May 1962 issue. [http://books.google.com/books?id=dy8DAAAAMBAJ&print","http://commons.wikimedia.org/wiki/File:Tom_Morgan_1962.png"
"","Date/Time","","User","Comment","http://commons.wikimedia.org/wiki/File:Earl_Battey_1961.png"
"http://upload.wikimedia.org/wikipedia/commons/5/52/Earl_Battey_1961.png","22:09, 4 June 2011","http://commons.wikimedia.org/wiki/User:Delaywaves","Delaywaves (talk | contribs)","{{Information |Description ={{en|1=Minnesota Twins catcher {{w|Earl Battey}} in a 1961 issue of Baseball Digest.}} |Source =Baseball Digest, front cover, June 1961 issue. [http://books.google.com/books?id=jLYDAAAAMBAJ&lpg=PA82&dq=baseball%20dig","http://commons.wikimedia.org/wiki/File:Earl_Battey_1961.png"
"","Date/Time","","User","","Comment","http://commons.wikimedia.org/wiki/File:Joe_Adcock_1954.png"
"http://upload.wikimedia.org/wikipedia/commons/d/dd/Joe_Adcock_1954.png","15:26, 30 May 2011","http://commons.wikimedia.org/wiki/User:Delaywaves","Delaywaves (talk | contribs)","http://en.wikipedia.org/wiki/Joe_Adcock","{{Information |Description ={{en|1=Milwaukee Braves player en:Joe Adcock in a 1954 issue of Baseball Digest.}} |Source =Baseball Digest, back cover, August 1954 issue. [http://books.google.com/books?id=6zIDAAAAMBAJ&printsec=frontcover&dq=b","http://commons.wikimedia.org/wiki/File:Joe_Adcock_1954.png"
"","Date/Time","","User","","Comment","http://commons.wikimedia.org/wiki/File:1840s_baseball_schematic_from_Evolution_of_the_Ball.png"
"http://upload.wikimedia.org/wikipedia/commons/0/0b/1840s_baseball_schematic_from_Evolution_of_the_Ball.png","06:34, 29 September 2009","http://commons.wikimedia.org/wiki/User:Struthious_Bandersnatch","Struthious Bandersnatch (talk | contribs)","http://upload.wikimedia.org/wikipedia/commons/5/59/Evolution_of_the_Ball%2C_Baseball_Digest_July_1963.djvu","{{Information |Description=Cross-section illustration of a baseball from the 1840's from the article 'Evolution of the Ball'. |Source=Google Books - {{cite journal | title = Evolution of th","http://commons.wikimedia.org/wiki/File:1840s_baseball_schematic_from_Evolution_of_the_Ball.png"
"","Date/Time","","User","","Comment","http://commons.wikimedia.org/wiki/File:Jos%C3%A9_Pag%C3%A1n_1963.png"
"http://upload.wikimedia.org/wikipedia/commons/8/8a/Jos%C3%A9_Pag%C3%A1n_1963.png","03:22, 29 May 2011","http://commons.wikimedia.org/wiki/User:Delaywaves","Delaywaves (talk | contribs)","http://en.wikipedia.org/wiki/Jos%C3%A9_Pag%C3%A1n","{{Information |Description ={{en|1=San Francisco Giants shortstop en:José Pagán in a 1963 issue of Baseball Digest.}} |Source =Baseball Digest, page 2, June 1963 issue. |Author =unknown |Date =1963-06 |Permission ={","http://commons.wikimedia.org/wiki/File:Jos%C3%A9_Pag%C3%A1n_1963.png"
"","Date/Time","","User","","Comment","http://commons.wikimedia.org/wiki/File:Early_Wynn_1960.png"
"http://upload.wikimedia.org/wikipedia/commons/3/37/Early_Wynn_1960.png","02:16, 29 May 2011","http://commons.wikimedia.org/wiki/User:Delaywaves","Delaywaves (talk | contribs)","http://en.wikipedia.org/wiki/Early_Wynn","{{Information |Description ={{en|1=Chicago White Sox pitcher en:Early Wynn in a 1960 issue of Baseball Digest.}} |Source =Baseball Digest, front cover, May 1960 issue. |Author =unknown |Date =1960-05 |Permission ={{PD","http://commons.wikimedia.org/wiki/File:Early_Wynn_1960.png"
"","Date/Time","","User","","Comment","http://commons.wikimedia.org/wiki/File:Bill_Bruton_1955.png"
"http://upload.wikimedia.org/wikipedia/commons/9/94/Bill_Bruton_1955.png","14:21, 30 May 2011","http://commons.wikimedia.org/wiki/User:Delaywaves","Delaywaves (talk | contribs)","http://en.wikipedia.org/wiki/Bill_Bruton","{{Information |Description ={{en|1=Milwaukee Braves outfielder en:Bill Bruton in a 1955 issue of Baseball Digest.}} |Source =Baseball Digest, page 2, March 1955 issue. [http://books.google.com/books?id=USwDAAAAMBAJ&printsec=frontcover&dq=b","http://commons.wikimedia.org/wiki/File:Bill_Bruton_1955.png"
"","Date/Time","","User","","Comment","http://commons.wikimedia.org/wiki/File:Stan_Musial_1957.png"
"http://upload.wikimedia.org/wikipedia/commons/7/7e/Stan_Musial_1957.png","20:09, 10 August 2011","http://commons.wikimedia.org/wiki/User:Delaywaves","Delaywaves (talk | contribs)","","Cropped black border around image.","http://commons.wikimedia.org/wiki/File:Stan_Musial_1957.png"
